Seed,Dataset,Sample Size,Number of training samples,Number of testing samples,Number of features,Class Imbalance Ratio,Gini Impurity,Entropy,Completeness,Consistency,Uniqueness,Redundancy (avg),Redundancy (std),Avg of features' avg,Std of features' avg,Avg of features' std,Std of features' std,Model,MCC,XAI,Test F Relevance
42,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.09916054244208342,0.3841486690486059,115.35390647286694,185.37884152524873,250.49724607017077,538.2073953759244,DT,0.6927929079424432,Permutation Importance,"[0.06666666666666668, 0.27142857142857146, 0.0, 0.24761904761904768, 0.0, 0.0, 0.014285714285714323, 0.0, 0.0, 0.0, 0.0, 0.06190476190476191, 0.2]"
42,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.09916054244208342,0.3841486690486059,115.35390647286694,185.37884152524873,250.49724607017077,538.2073953759244,DT,0.6927929079424432,SHAP,"[0.27951975123287226, 1.4637539206149466, 0.00035279232550241717, 0.927393064157239, 0.004191949381680422, 0.005398422895555552, 0.16389207323798735, 0.0017203802243032822, 0.0034186432087962397, 0.005734908569339674, 0.005322914698641172, 0.30157902845453755, 1.5816893369396088]"
42,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.09916054244208342,0.3841486690486059,115.35390647286694,185.37884152524873,250.49724607017077,538.2073953759244,DT,0.6927929079424432,LIME (ALL),"[0.007101849198314797, 0.010892071313701604, 0.008377936319787593, 0.009714225046285371, 0.007696496247028982, 0.008772618820633534, 0.010474188014689184, 0.011888724365825585, 0.006651204216578902, 0.008577037861807394, 0.008591372121167297, 0.05439299243688741, 0.4280052168129798]"
42,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.09916054244208342,0.3841486690486059,115.35390647286694,185.37884152524873,250.49724607017077,538.2073953759244,KNN,0.681383736585156,Permutation Importance,"[-0.04761904761904758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08095238095238098, 0.0, 0.0, 0.10476190476190479, 0.3523809523809524, -0.014285714285714258, 0.25238095238095243]"
42,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.09916054244208342,0.3841486690486059,115.35390647286694,185.37884152524873,250.49724607017077,538.2073953759244,KNN,0.681383736585156,SHAP,"[0.2547358464025286, 0.021776452527529244, 0.02908026881495409, 0.004228775011136015, 0.018912617991543697, 0.04073019166098196, 0.6105146914809243, 0.009906443148095247, 0.016805190490453488, 0.2140066848354611, 0.517062545051674, 0.22983193527552884, 0.3917414864804121]"
42,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.09916054244208342,0.3841486690486059,115.35390647286694,185.37884152524873,250.49724607017077,538.2073953759244,KNN,0.681383736585156,LIME (ALL),"[0.005672166467813782, 0.005225983352091708, 0.007645373631962155, 0.007330967871540588, 0.006828357554106699, 0.007176509525643612, 0.006809331538321051, 0.003854291605791301, 0.006259468695201231, 0.005849473165119682, 0.054901004209583194, 0.005862146381406687, 0.2789469508706718]"
42,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.09916054244208342,0.3841486690486059,115.35390647286694,185.37884152524873,250.49724607017077,538.2073953759244,MLP,0.7927886821104857,Permutation Importance,"[0.04285714285714289, 0.03809523809523811, 0.019047619047619056, 0.0, 0.028571428571428602, 0.042857142857142906, 0.20476190476190478, 0.0, 0.0, 0.1, 0.3857142857142858, 0.08571428571428572, 0.23809523809523814]"
42,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.09916054244208342,0.3841486690486059,115.35390647286694,185.37884152524873,250.49724607017077,538.2073953759244,MLP,0.7927886821104857,SHAP,"[0.3949025781815041, 0.2731276666782547, 0.12556259500235883, 0.0412085464527191, 0.16675046335408888, 0.10253790874007902, 0.7981647564943218, 0.02843853961508589, 0.07455016620068831, 0.293833796714197, 0.9413219747630434, 0.32842089722661755, 0.571832547460498]"
42,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.09916054244208342,0.3841486690486059,115.35390647286694,185.37884152524873,250.49724607017077,538.2073953759244,MLP,0.7927886821104857,LIME (ALL),"[0.007986089731789096, 0.007256322714361585, 0.008441634809857426, 0.009333370675489287, 0.0060347368585487345, 0.0068269382069362505, 0.0092761354800798, 0.007616899352521866, 0.008078784524117512, 0.0091924953187426, 0.1354279264799954, 0.010109752570610146, 0.28792233836697667]"
42,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.09916054244208342,0.3841486690486059,115.35390647286694,185.37884152524873,250.49724607017077,538.2073953759244,SGD,0.6441850347333125,Permutation Importance,"[0.028571428571428525, 0.004761904761904756, 0.0, 0.0, 0.0, 0.0, 0.042857142857142816, 0.0, 0.0, 0.07619047619047616, 0.28095238095238095, 0.07619047619047617, 0.1952380952380952]"
