Seed,Dataset,Sample Size,Number of training samples,Number of testing samples,Number of features,Class Imbalance Ratio,Gini Impurity,Entropy,Completeness,Consistency,Uniqueness,Redundancy (avg),Redundancy (std),Avg of features' avg,Std of features' avg,Avg of features' std,Std of features' std,Model,MCC,XAI,Test F Relevance
11,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.1258987679405226,0.4051090545771354,133.98030773691286,277.50257517436637,242.46876321684744,661.9216062898541,DT,0.6829987645246766,Permutation Importance,"[0.04285714285714289, 0.19047619047619052, 0.0, 0.2666666666666667, 0.06190476190476193, 0.0, 0.10000000000000002, 0.0, 0.0, 0.0, 0.22380952380952382, 0.05714285714285714, 0.0]"
11,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.1258987679405226,0.4051090545771354,133.98030773691286,277.50257517436637,242.46876321684744,661.9216062898541,DT,0.6829987645246766,SHAP,"[0.21925971247546555, 0.12836651095848295, 0.025763140024673666, 1.1905477763446068, 1.0474551500199707, 0.011837059598194847, 0.2030584805494405, 0.006796256683794353, 0.014462792874425952, 0.03327451385475128, 0.8767960753467124, 0.4848036542192256, 0.0046591251197417105]"
11,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.1258987679405226,0.4051090545771354,133.98030773691286,277.50257517436637,242.46876321684744,661.9216062898541,DT,0.6829987645246766,LIME (ALL),"[0.007908330132113159, 0.010817115333642961, 0.006465872384095317, 0.12779655583858376, 0.00594089151938683, 0.007206726265138605, 0.006100665570829318, 0.007832050086581936, 0.00630351086343851, 0.00926268146847964, 0.038328742508336136, 0.027620296547168428, 0.004833173036287057]"
11,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.1258987679405226,0.4051090545771354,133.98030773691286,277.50257517436637,242.46876321684744,661.9216062898541,KNN,0.7370691464199678,Permutation Importance,"[0.00952380952380949, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12857142857142853, 0.0, 0.0, 0.09999999999999998, 0.16190476190476186, 0.0047619047619047224, 0.32380952380952377]"
11,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.1258987679405226,0.4051090545771354,133.98030773691286,277.50257517436637,242.46876321684744,661.9216062898541,KNN,0.7370691464199678,SHAP,"[0.23117418111636892, 0.0179874584900258, 0.023232917188828812, 0.004584957881332328, 0.05127220317514482, 0.018764786301936495, 0.7846592189415018, 0.013437084000670266, 0.013476129624688808, 0.22694750240403241, 0.5035719132446667, 0.16287736456807633, 0.7377592291154527]"
11,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.1258987679405226,0.4051090545771354,133.98030773691286,277.50257517436637,242.46876321684744,661.9216062898541,KNN,0.7370691464199678,LIME (ALL),"[0.0038141440803078595, 0.004480554705570135, 0.0026764294943136214, 0.003014182468909833, 0.004096049496851509, 0.0032561856330398085, 0.004699355841240613, 0.003489326668758519, 0.004000693226964798, 0.0030721389243877064, 0.006950305722320309, 0.003530033274874838, 0.14404895554551458]"
11,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.1258987679405226,0.4051090545771354,133.98030773691286,277.50257517436637,242.46876321684744,661.9216062898541,MLP,0.8946044984039769,Permutation Importance,"[0.1380952380952381, 0.023809523809523836, 0.01904761904761907, 0.0, 0.07619047619047621, 0.014285714285714301, 0.21428571428571427, 0.009523809523809535, 0.014285714285714301, 0.20952380952380953, 0.3857142857142858, 0.052380952380952396, 0.3238095238095238]"
11,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.1258987679405226,0.4051090545771354,133.98030773691286,277.50257517436637,242.46876321684744,661.9216062898541,MLP,0.8946044984039769,SHAP,"[0.21608507732912466, 0.09861967522538492, 0.06949494520202455, 0.03528030972332181, 0.09934762941634896, 0.07761059256843302, 0.8430753390595588, 0.041623349182024066, 0.04176186616140996, 0.5247473813017286, 0.5670011569908007, 0.42529961417183865, 0.6316156297161444]"
11,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.1258987679405226,0.4051090545771354,133.98030773691286,277.50257517436637,242.46876321684744,661.9216062898541,MLP,0.8946044984039769,LIME (ALL),"[0.007559068517318692, 0.006754218030812054, 0.00840997456600094, 0.008845225957658501, 0.005525336345767798, 0.011535425388026854, 0.01280507593132539, 0.007142864888733699, 0.007845460066231472, 0.012856382323224332, 0.09772811036003262, 0.016300260080768653, 0.3272852746724676]"
11,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.1258987679405226,0.4051090545771354,133.98030773691286,277.50257517436637,242.46876321684744,661.9216062898541,SGD,0.7410002097476199,Permutation Importance,"[0.014285714285714268, -0.014285714285714301, 0.0, 0.0, 0.0, 0.0, 0.02380952380952377, 0.0, 0.0, 0.12380952380952377, 0.28095238095238095, 0.03809523809523806, 0.29999999999999993]"
