Seed,Dataset,Sample Size,Model,Correlation,PI - SHAP,PI - LIME,SHAP - LIME
3,UAC,0.6,BernoulliNB,Pearson,0.999972755900194,-0.012875801633122835,-0.013333735948079933
3,UAC,0.6,BernoulliNB,Spearman,0.3632142818034508,-0.29236564320829667,-0.05054028109010472
3,UAC,0.6,LR,Pearson,0.9867373906756242,0.9484483342213541,0.899175574199945
3,UAC,0.6,LR,Spearman,0.8573909565660407,0.48450734561754455,0.3382269904009035
3,UAC,0.6,SVC,Pearson,,,
3,UAC,0.6,SVC,Spearman,,,
3,UAC,0.6,RF,Pearson,0.4692992431768539,0.5619019842605989,0.8570616747086793
3,UAC,0.6,RF,Spearman,0.30468916734718704,0.48665630895731254,0.39920948616600793
3,UAC,0.6,VC,Pearson,0.9274341932250005,0.45421128536304245,0.16059427017468414
3,UAC,0.6,VC,Spearman,0.7270627041956926,0.7234424749631829,0.5279503105590062
3,UAC,0.6,BC,Pearson,0.9574145021670415,0.9582842309698302,0.9514122594266776
3,UAC,0.6,BC,Spearman,0.6919771619087323,0.41086143988330975,0.39920948616600793
3,UAC,0.6,ABC,Pearson,0.8265524004224413,0.8666835607948653,0.43581249843068964
3,UAC,0.6,ABC,Spearman,0.6952312199122139,0.3045861562327998,0.11637783111907671
3,UAC,0.6,DNN1,Pearson,0.9688523031021512,0.9621592895656019,0.9984715339587772
3,UAC,0.6,DNN1,Spearman,0.3268171210023359,0.16607766584510716,0.5527950310559007
3,UAC,0.6,DNN2,Pearson,,,
3,UAC,0.6,DNN2,Spearman,,,
3,UAC,0.8,DT,Pearson,0.9865595980622056,0.9738239020616624,0.9259539446147541
3,UAC,0.8,DT,Spearman,0.7049040931431702,0.5655401358151709,0.13163486227458826
3,UAC,0.8,KNN,Pearson,0.9995071946845865,0.9872005617141826,0.9857446956781536
3,UAC,0.8,KNN,Spearman,0.5969052504669469,0.5969052504669469,0.19141727837380013
3,UAC,0.8,MLP,Pearson,0.9900264303576343,0.9934193763105398,0.9786813082111472
3,UAC,0.8,MLP,Spearman,0.47990289070615166,0.5810649396467801,0.5618294748729532
3,UAC,0.8,SGD,Pearson,0.968871566818711,0.9740483185328578,0.9957176767625887
3,UAC,0.8,SGD,Spearman,0.5969052504669469,0.5969052504669469,0.4240542066629024
3,UAC,0.8,GNB,Pearson,0.9746951699422973,0.720754309516933,0.6311705345644884
3,UAC,0.8,GNB,Spearman,0.6814261758411081,0.781618155637055,0.6566911349520046
3,UAC,0.8,BernoulliNB,Pearson,0.9983567846271513,0.02732656715290309,0.022761741491641615
3,UAC,0.8,BernoulliNB,Spearman,0.36115755925730764,-0.22357372715928564,0.015245623941276118
3,UAC,0.8,LR,Pearson,0.9514089294510059,0.9881614665952463,0.974380265768192
3,UAC,0.8,LR,Spearman,0.29869476934294936,0.30655515800986916,0.4918125352907962
3,UAC,0.8,SVC,Pearson,,,
3,UAC,0.8,SVC,Spearman,,,
3,UAC,0.8,RF,Pearson,0.8566167874895294,0.6065120458572343,0.8499621067731457
3,UAC,0.8,RF,Spearman,0.7281804461228305,0.677430805738346,0.6973461321287409
3,UAC,0.8,VC,Pearson,0.9561537418977653,0.8106010629821541,0.8827508840197676
3,UAC,0.8,VC,Spearman,0.6765557561049783,0.4820682118434246,0.4240542066629024
3,UAC,0.8,BC,Pearson,0.8186519038003834,0.8245219670244943,0.8752037998804296
3,UAC,0.8,BC,Spearman,0.5311703592919085,0.6736794800775426,0.48277809147374373
3,UAC,0.8,ABC,Pearson,0.9863687299817087,0.9701245800569277,0.9228843592072651
3,UAC,0.8,ABC,Spearman,0.6248319022484223,0.2941957732095411,-0.09427902298044835
3,UAC,0.8,DNN1,Pearson,0.9290097190084796,0.6737648424166192,0.858870375917542
3,UAC,0.8,DNN1,Spearman,0.32190040157327976,0.5502718094630576,0.6973461321287409
3,UAC,0.8,DNN2,Pearson,0.9860359239619397,0.9915550608467818,0.9949223276956969
3,UAC,0.8,DNN2,Spearman,0.48958972791685557,0.4704922562605244,0.5539243365330322
3,UAC,1.0,DT,Pearson,0.9988328009210403,0.992770786479021,0.9880964830831792
3,UAC,1.0,DT,Spearman,0.71908674798546,0.6712642561604403,0.4326173932849059
3,UAC,1.0,KNN,Pearson,0.996033753759608,0.9542454829048639,0.9399768610769337
3,UAC,1.0,KNN,Spearman,0.2369557482223696,0.39774714880183465,0.5674760022586111
3,UAC,1.0,MLP,Pearson,0.9090710314746072,0.9396843063682376,0.9857975903498201
3,UAC,1.0,MLP,Spearman,0.5026593527200403,0.3257232605625861,0.7018633540372672
3,UAC,1.0,SGD,Pearson,0.9078357340497798,0.9881788468552587,0.9521386385159215
3,UAC,1.0,SGD,Spearman,0.29032179078939035,0.29032179078939035,0.6137775268210052
3,UAC,1.0,GNB,Pearson,0.9558114907179976,0.527590437271744,0.5933275686680881
3,UAC,1.0,GNB,Spearman,0.34124583297799127,-0.09415645893205445,0.383399209486166
3,UAC,1.0,BernoulliNB,Pearson,0.9987651669078829,-0.04922517353456248,-0.0551048648572077
3,UAC,1.0,BernoulliNB,Spearman,0.40519020777606646,-0.36115755925730764,-0.4390125194260966
3,UAC,1.0,LR,Pearson,0.9387375198564845,0.9575547470656822,0.8982940504545666
3,UAC,1.0,LR,Spearman,0.6075951395228734,0.5110556933226155,0.7108977978543197
3,UAC,1.0,SVC,Pearson,,,
3,UAC,1.0,SVC,Spearman,,,
3,UAC,1.0,RF,Pearson,0.15995010872018656,0.15489777360185358,0.7060574198914025
3,UAC,1.0,RF,Spearman,0.4039018435608573,0.28234662207016115,0.5663466967814795
3,UAC,1.0,VC,Pearson,0.8526868064696643,0.631889784225945,0.8295139800652019
3,UAC,1.0,VC,Spearman,0.30711996576917105,0.17842207535161364,0.65330321852061
3,UAC,1.0,BC,Pearson,0.8337904396883828,0.8530711226091746,0.9631529906802385
3,UAC,1.0,BC,Spearman,0.6657685311548226,0.6657685311548226,0.40711462450592883
3,UAC,1.0,ABC,Pearson,0.998586659558055,0.9921495466490994,0.9863786838581186
3,UAC,1.0,ABC,Spearman,0.6731324866865128,0.35409189512463224,0.35357245126391124
3,UAC,1.0,DNN1,Pearson,0.9242769249964401,0.8768196012039539,0.7452095088011197
3,UAC,1.0,DNN1,Spearman,0.8068923207874241,0.7840665125614715,0.7391304347826088
3,UAC,1.0,DNN2,Pearson,0.6028345006109913,,
3,UAC,1.0,DNN2,Spearman,0.359953495027534,,
3,KPI-KQI,0.4,DT,Pearson,0.8251769744136608,0.6301159276010792,0.7304233837783171
3,KPI-KQI,0.4,DT,Spearman,0.7227520229346999,0.3106041751454908,0.1043956043956044
3,KPI-KQI,0.4,KNN,Pearson,0.893899446785716,0.6357012737247207,0.4982948115215231
3,KPI-KQI,0.4,KNN,Spearman,0.8575212217155328,0.4839476201760928,0.6648351648351648
3,KPI-KQI,0.4,MLP,Pearson,0.86279874234054,0.787727613533257,0.5928387603256172
3,KPI-KQI,0.4,MLP,Spearman,0.9527386489140987,0.8635935121735981,0.8351648351648352
3,KPI-KQI,0.4,SGD,Pearson,0.8758168473298145,0.7473820138474251,0.6959542006121676
3,KPI-KQI,0.4,SGD,Spearman,0.8780541105074453,0.8183225383640816,0.6813186813186813
3,KPI-KQI,0.4,GNB,Pearson,0.5902941502062574,0.561953868587545,0.7063580893372711
3,KPI-KQI,0.4,GNB,Spearman,0.616231669626417,0.4511696152621982,0.5824175824175823
3,KPI-KQI,0.4,BernoulliNB,Pearson,0.9999999999999997,-0.06179627935748591,-0.06179627935748593
3,KPI-KQI,0.4,BernoulliNB,Spearman,1.0,0.0,0.0
3,KPI-KQI,0.4,LR,Pearson,0.8805419556223714,0.7090020731620725,0.5249029296627902
3,KPI-KQI,0.4,LR,Spearman,0.8955028820159,0.7336986229600675,0.6758241758241759
3,KPI-KQI,0.4,SVC,Pearson,0.7772838354158961,0.8003599864775741,0.61789899471149
3,KPI-KQI,0.4,SVC,Spearman,0.5077183632185909,0.49577204878991804,0.7637362637362637
3,KPI-KQI,0.4,RF,Pearson,0.7126385618173487,0.11682453378232849,0.27581660500944305
3,KPI-KQI,0.4,RF,Spearman,0.38270135039741104,0.24894165511287902,0.6538461538461539
3,KPI-KQI,0.4,VC,Pearson,0.5613457404913633,0.5484246240896375,0.5933153856111051
3,KPI-KQI,0.4,VC,Spearman,0.7070157995267373,0.3548834168830705,0.3131868131868132
3,KPI-KQI,0.4,BC,Pearson,0.674268173907996,0.6094338828424859,0.5376125740643977
3,KPI-KQI,0.4,BC,Spearman,0.7152689022449483,0.43191237558637263,0.4230769230769231
3,KPI-KQI,0.4,ABC,Pearson,0.934002738320732,0.5308070633243271,0.5795610086625514
3,KPI-KQI,0.4,ABC,Spearman,0.8645286190312146,0.6859846651008551,0.6483516483516483
3,KPI-KQI,0.4,DNN1,Pearson,0.8493286203876365,0.5720071701569376,0.6402637364751796
3,KPI-KQI,0.4,DNN1,Spearman,0.8563666611702363,0.5138199967021417,0.532967032967033
3,KPI-KQI,0.4,DNN2,Pearson,-0.7011799020655338,-0.10405128416146661,0.5225360826525008
3,KPI-KQI,0.4,DNN2,Spearman,-0.11373628975930468,-0.016644335086727514,0.9505494505494506
3,KPI-KQI,0.6,DT,Pearson,0.9272443866490646,0.36234931329421427,0.6562641407565863
3,KPI-KQI,0.6,DT,Spearman,0.8409728990358941,0.5867982541780307,0.6483516483516483
3,KPI-KQI,0.6,KNN,Pearson,0.709623725271089,0.745712484578627,0.5347862047200418
3,KPI-KQI,0.6,KNN,Spearman,0.31497628554585033,0.8264515382212221,0.41208791208791207
3,KPI-KQI,0.6,MLP,Pearson,0.820403795552715,0.8577254135853887,0.701761920654212
3,KPI-KQI,0.6,MLP,Spearman,0.8264494169758629,0.8732815506044952,0.8791208791208791
3,KPI-KQI,0.6,SGD,Pearson,0.8242032702098424,0.32352886623466165,0.4467178127952754
3,KPI-KQI,0.6,SGD,Spearman,0.8745018399673256,0.5830012266448836,0.6263736263736264
3,KPI-KQI,0.6,GNB,Pearson,0.37034361174843694,0.3440692084272924,0.7008219143597244
3,KPI-KQI,0.6,GNB,Spearman,0.521978021978022,0.24175824175824176,0.2692307692307692
3,KPI-KQI,0.6,BernoulliNB,Pearson,0.9951519386266509,-0.6571046524699917,-0.619085079685508
3,KPI-KQI,0.6,BernoulliNB,Spearman,0.9965217285917833,-0.5698028822981898,-0.5590852462516898
3,KPI-KQI,0.6,LR,Pearson,0.7778768836620668,0.6856177744227409,0.48246909806358773
3,KPI-KQI,0.6,LR,Spearman,0.5627286756744091,0.7354473781091289,0.2802197802197803
3,KPI-KQI,0.6,SVC,Pearson,0.9999601569138847,0.7676056423964728,0.7655491546389716
3,KPI-KQI,0.6,SVC,Spearman,0.9030912304367723,0.45329674513091406,0.503321699155649
3,KPI-KQI,0.6,RF,Pearson,0.5149093172580048,0.1035692092365674,0.25211620463696754
3,KPI-KQI,0.6,RF,Spearman,0.5289383515834144,0.510313761738928,0.37912087912087916
3,KPI-KQI,0.6,VC,Pearson,0.8289981169194885,0.2318142471512575,0.6601111671061594
3,KPI-KQI,0.6,VC,Spearman,0.7317751076813702,0.3686385880800887,0.7527472527472527
3,KPI-KQI,0.6,BC,Pearson,0.5871145322701055,0.5833697226846852,0.4977937992875095
3,KPI-KQI,0.6,BC,Spearman,0.6895407124101123,0.5651973052541904,0.2967032967032967
3,KPI-KQI,0.6,ABC,Pearson,0.8842847498925563,0.5150058415152349,0.738834561184958
3,KPI-KQI,0.6,ABC,Spearman,0.8378349404574021,0.4487280767243764,0.2747252747252747
3,KPI-KQI,0.6,DNN1,Pearson,0.8360708503140394,0.7477038496430788,0.592832365183182
3,KPI-KQI,0.6,DNN1,Spearman,0.8998087239744263,0.6407306703223469,0.5439560439560439
3,KPI-KQI,0.6,DNN2,Pearson,0.627555693297958,0.5677519812090366,0.6154044721090915
3,KPI-KQI,0.6,DNN2,Spearman,0.03583894328601817,0.34644311843150905,0.6868131868131868
3,KPI-KQI,0.8,DT,Pearson,0.6004921978696228,0.4559622944969917,0.29966760294871325
3,KPI-KQI,0.8,DT,Spearman,0.7460604429355314,0.05086775747287714,-0.06043956043956044
3,KPI-KQI,0.8,KNN,Pearson,0.939370555777836,0.7331583876658535,0.5907101225611718
3,KPI-KQI,0.8,KNN,Spearman,0.9138930537934634,0.8302688527927543,0.8351648351648352
3,KPI-KQI,0.8,MLP,Pearson,0.9547720711453106,0.6666710786925201,0.7701573013624382
3,KPI-KQI,0.8,MLP,Spearman,0.9101185827040584,0.907352264823499,0.8681318681318682
3,KPI-KQI,0.8,SGD,Pearson,0.17980959805771274,0.421460586218441,0.6763451520586994
3,KPI-KQI,0.8,SGD,Spearman,-0.0028301030419654546,0.050941854755378185,0.6813186813186813
3,KPI-KQI,0.8,GNB,Pearson,0.5061814247671191,0.6056398040299997,0.7578117286527243
3,KPI-KQI,0.8,GNB,Spearman,0.4181572043893544,0.3603854853618778,0.45604395604395603
3,KPI-KQI,0.8,BernoulliNB,Pearson,0.9986627572066452,-0.17218833147710197,-0.1603256169723408
3,KPI-KQI,0.8,BernoulliNB,Spearman,1.0,-0.27080691615316227,-0.27080691615316227
3,KPI-KQI,0.8,LR,Pearson,0.9210961572415679,0.7056860136139608,0.5038545752501895
3,KPI-KQI,0.8,LR,Spearman,0.9304523647289734,0.5738718177669716,0.5549450549450549
3,KPI-KQI,0.8,SVC,Pearson,0.9024948803134013,0.8169710418099052,0.9853251567917771
3,KPI-KQI,0.8,SVC,Spearman,0.6289709020331511,0.6289709020331511,0.40659340659340654
3,KPI-KQI,0.8,RF,Pearson,0.19512130857419777,0.019692422414727333,0.7729893893919785
3,KPI-KQI,0.8,RF,Spearman,0.5444418592565685,0.1136746739107121,0.4835164835164835
3,KPI-KQI,0.8,VC,Pearson,0.3095470123885727,0.6606767158718315,0.3103920085269754
3,KPI-KQI,0.8,VC,Spearman,0.4945054945054945,0.5054945054945055,0.39560439560439564
3,KPI-KQI,0.8,BC,Pearson,0.9228363163484351,0.5431567294694849,0.7751025946599382
3,KPI-KQI,0.8,BC,Spearman,0.4875124665496118,0.3565805469620018,0.8791208791208791
3,KPI-KQI,0.8,ABC,Pearson,0.785180359698092,0.7073674032650279,0.5276366069249199
3,KPI-KQI,0.8,ABC,Spearman,0.872080953293109,0.7884567522924,0.5989010989010989
3,KPI-KQI,0.8,DNN1,Pearson,0.6640822368748992,0.7961921784828435,0.6497841100130768
3,KPI-KQI,0.8,DNN1,Spearman,0.6639162913342675,0.4841056290979034,0.521978021978022
3,KPI-KQI,0.8,DNN2,Pearson,0.6358590488497575,0.6936360536730815,0.9567316514378083
3,KPI-KQI,0.8,DNN2,Spearman,0.43675006292010443,0.5175189101724526,0.9505494505494506
3,KPI-KQI,1.0,DT,Pearson,0.8970823704720327,0.36571197600721445,0.5756395522739038
3,KPI-KQI,1.0,DT,Spearman,0.8457345186174925,0.7204405158593453,0.5384615384615384
3,KPI-KQI,1.0,KNN,Pearson,0.78236708666187,0.8798282859195926,0.5279579907251236
3,KPI-KQI,1.0,KNN,Spearman,0.8840272677217815,0.38825521893186354,0.24175824175824176
3,KPI-KQI,1.0,MLP,Pearson,0.9396134584655931,0.848088174711825,0.7855332538392881
3,KPI-KQI,1.0,MLP,Spearman,0.9285714285714285,0.7142857142857143,0.7967032967032966
3,KPI-KQI,1.0,SGD,Pearson,0.6693293005576513,0.21726501065856832,0.7259062305314736
3,KPI-KQI,1.0,SGD,Spearman,0.8429784053153803,0.8374687425355412,0.9285714285714285
3,KPI-KQI,1.0,GNB,Pearson,0.4663301873561123,0.5023018868662618,0.794391920546161
3,KPI-KQI,1.0,GNB,Spearman,0.6813186813186813,0.4175824175824176,0.5274725274725275
3,KPI-KQI,1.0,BernoulliNB,Pearson,0.9935246136039092,-0.366206381791681,-0.3010909861203489
3,KPI-KQI,1.0,BernoulliNB,Spearman,1.0,-0.7096694944262671,-0.7096694944262671
3,KPI-KQI,1.0,LR,Pearson,0.968504670952826,0.7263153420571675,0.67472797629317
3,KPI-KQI,1.0,LR,Spearman,0.9415955068215359,0.6212301716603625,0.5054945054945055
3,KPI-KQI,1.0,SVC,Pearson,0.9763967918224189,0.9207765029753999,0.9803784983388442
3,KPI-KQI,1.0,SVC,Spearman,0.7393938711561631,0.7393938711561631,0.6098901098901099
3,KPI-KQI,1.0,RF,Pearson,0.11512276301109932,-0.09802322320462795,0.4764675295770886
3,KPI-KQI,1.0,RF,Spearman,0.16811875907466733,0.023536626270453425,0.7527472527472527
3,KPI-KQI,1.0,VC,Pearson,0.5547632806058159,0.5624149547482037,0.7159433421176044
3,KPI-KQI,1.0,VC,Spearman,0.7125178680055446,0.7537833815965993,0.7362637362637362
3,KPI-KQI,1.0,BC,Pearson,0.8339943410513139,0.42178226772309946,0.6090230210374047
3,KPI-KQI,1.0,BC,Spearman,0.8195360926185761,0.33911838315251425,0.46153846153846156
3,KPI-KQI,1.0,ABC,Pearson,0.9103678682500635,0.4974638376515518,0.798941446905429
3,KPI-KQI,1.0,ABC,Spearman,0.8824744422015809,0.37692128717762435,0.43956043956043955
3,KPI-KQI,1.0,DNN1,Pearson,0.9148351117655689,0.8078303359092833,0.5740680789827547
3,KPI-KQI,1.0,DNN1,Spearman,0.9615384615384615,0.7747252747252747,0.7692307692307693
3,KPI-KQI,1.0,DNN2,Pearson,0.9828206219323721,,
3,KPI-KQI,1.0,DNN2,Spearman,0.7924288517503274,,
5,UAC,0.2,DT,Pearson,0.9933008435858675,0.9941293852593619,0.9751086303944433
5,UAC,0.2,DT,Spearman,0.6034582418949821,0.49901087934784544,0.05121296393498635
5,UAC,0.2,KNN,Pearson,0.9999310841179807,0.9997056713494454,0.9996832437413266
5,UAC,0.2,KNN,Spearman,0.5240183849312471,0.49901087934784544,0.3047762126537764
5,UAC,0.2,MLP,Pearson,0.8805927670148876,0.8052280304855443,0.9851326307866856
5,UAC,0.2,MLP,Spearman,0.2123630904504101,0.19187790487641554,0.6352343308865049
5,UAC,0.2,SGD,Pearson,0.9405272282263674,0.9957172823552993,0.9218618090301542
5,UAC,0.2,SGD,Spearman,0.5449492609130661,0.49901087934784544,0.2293878614022806
5,UAC,0.2,GNB,Pearson,0.746405545367749,0.26664445631232536,0.25903532171229504
5,UAC,0.2,GNB,Spearman,0.6287736419666717,0.3609740731604543,0.18238283455674761
5,UAC,0.2,BernoulliNB,Pearson,,,-0.14584375697056046
5,UAC,0.2,BernoulliNB,Spearman,,,0.005701461291248007
5,UAC,0.2,LR,Pearson,0.9414015748045115,0.9337750940942438,0.7647344072334128
5,UAC,0.2,LR,Spearman,0.6958134699966813,0.6616714940400237,0.691699604743083
5,UAC,0.2,SVC,Pearson,,,
5,UAC,0.2,SVC,Spearman,,,
5,UAC,0.2,RF,Pearson,0.9435662360096151,0.6042171629164498,0.7365523120904026
5,UAC,0.2,RF,Spearman,0.49674779145964654,0.44469677003107305,0.40033879164313946
5,UAC,0.2,VC,Pearson,0.924469260374399,0.8541911877137217,0.9147315894405215
5,UAC,0.2,VC,Spearman,0.7895574551463678,0.16222938336210527,0.24901185770750994
5,UAC,0.2,BC,Pearson,0.9936903765586438,0.9930913069512735,0.9948836168904597
5,UAC,0.2,BC,Spearman,0.5432232575950888,0.5212278811525954,0.7921763159628773
5,UAC,0.2,ABC,Pearson,0.9820660642899861,0.8473356979883742,0.7327057312566406
5,UAC,0.2,ABC,Spearman,0.8359968000909347,0.49674779145964654,0.5950133162340879
5,UAC,0.2,DNN1,Pearson,0.9625532222046457,0.9194661670273608,0.860391026126065
5,UAC,0.2,DNN1,Spearman,0.7066626052876711,0.69124675438698,0.7108977978543197
5,UAC,0.2,DNN2,Pearson,,,
5,UAC,0.2,DNN2,Spearman,,,
5,UAC,0.4,DT,Pearson,0.9784561143810514,0.9484002815396547,0.8728461797988087
5,UAC,0.4,DT,Spearman,0.6096469768340542,0.4266311695096561,0.2933196360438774
5,UAC,0.4,KNN,Pearson,0.9235767902895863,0.9972714299132684,0.9469340865566762
5,UAC,0.4,KNN,Spearman,0.6065723610209413,0.5969052504669469,0.4687925634320314
5,UAC,0.4,MLP,Pearson,0.8152053305045373,0.9006950662147893,0.977963029602667
5,UAC,0.4,MLP,Spearman,0.2733844966480945,0.5590665658097711,0.30321852060982496
5,UAC,0.4,SGD,Pearson,0.9751400147092515,0.9928288042010859,0.9893438364557482
5,UAC,0.4,SGD,Spearman,0.5240183849312471,0.49901087934784544,0.3029973631635792
5,UAC,0.4,GNB,Pearson,0.8382643119707145,0.8217425422350092,0.5612674062208843
5,UAC,0.4,GNB,Spearman,0.6320911446021749,0.7415024368965424,0.585544889892716
5,UAC,0.4,BernoulliNB,Pearson,0.9514001805232823,0.031204204717645123,-0.06432347614680138
5,UAC,0.4,BernoulliNB,Spearman,0.4659940235856508,0.2450054831552127,-0.010257316158777407
5,UAC,0.4,LR,Pearson,0.9858644556381767,0.9699385040852738,0.9355383087821716
5,UAC,0.4,LR,Spearman,0.5742680355909804,0.5305663063664587,0.3088650479954828
5,UAC,0.4,SVC,Pearson,,,
5,UAC,0.4,SVC,Spearman,,,
5,UAC,0.4,RF,Pearson,0.9223510192429134,0.4458055967559585,0.4231079710250765
5,UAC,0.4,RF,Spearman,0.6674851222158991,0.5197148310083541,0.3235460191981932
5,UAC,0.4,VC,Pearson,0.9325651827398447,0.5784776214504179,0.44169377316806463
5,UAC,0.4,VC,Spearman,0.8603702034253492,0.5259464992682873,0.4138904573687183
5,UAC,0.4,BC,Pearson,0.8344645540368527,0.8387437086731633,0.9212058810368843
5,UAC,0.4,BC,Spearman,0.5912294477683705,0.5950133162340879,0.36420101637492946
5,UAC,0.4,ABC,Pearson,0.9796966914283414,0.9488689316672136,0.8753374966175953
5,UAC,0.4,ABC,Spearman,0.6518556779808127,0.366089274058175,-0.043164382521934525
5,UAC,0.4,DNN1,Pearson,0.9466485399012063,0.7882142083664933,0.8397991912025986
5,UAC,0.4,DNN1,Spearman,0.6425050939564487,0.41912281912556804,0.3035119752578573
5,UAC,0.4,DNN2,Pearson,0.886706558170801,,
5,UAC,0.4,DNN2,Spearman,0.19488684548169538,,
5,UAC,0.6,DT,Pearson,0.8156388274610393,0.8024822918375379,0.3198940945248399
