Seed,Dataset,Sample Size,Number of training samples,Number of testing samples,Number of features,Class Imbalance Ratio,Gini Impurity,Entropy,Completeness,Consistency,Uniqueness,Redundancy (avg),Redundancy (std),Avg of features' avg,Std of features' avg,Avg of features' std,Std of features' std,Model,MCC,XAI,Test F Relevance
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,DT,0.94858925261801,Permutation Importance,"[0.0, 0.3428571428571428, 0.0, 0.3476190476190476, 0.0, 0.219047619047619, 0.09047619047619045, 0.061904761904761865, 0.0, 0.0, 0.0, 0.18095238095238092, 0.0]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,DT,0.94858925261801,SHAP,"[0.0014260483546950846, 0.48446026256168684, 0.01845028397416833, 0.9751696076273482, 0.010806352624020202, 1.0111297240648638, 0.5665373957818098, 0.13953040625894159, 0.0025723980080806924, 0.0, 0.008595260124527462, 0.31496399660231633, 0.0]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,DT,0.94858925261801,LIME (ALL),"[0.01009947489620111, 0.017891449722059298, 0.010888114440155689, 0.17217770689855838, 0.008056463026244938, 0.20836822768131374, 0.23567686959791256, 0.010692504226859401, 0.010075271114607012, 0.005858163398045172, 0.01252839231784737, 0.1518360273905329, 0.011310857733629689]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,KNN,0.637182149080994,Permutation Importance,"[-0.004761904761904789, 0.004761904761904756, 0.0, 0.0, 0.0, 0.0, 0.09523809523809522, 0.0, 0.0, 0.09999999999999996, 0.22857142857142856, 0.1571428571428571, 0.31904761904761897]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,KNN,0.637182149080994,SHAP,"[0.35658415895173257, 0.04429408009860204, 0.05730694460744549, 0.02359695371598985, 0.023002671674620504, 0.07321918231480037, 0.48945574462310937, 0.04177101272325797, 0.027024637104614405, 0.13158312719825443, 0.6002348692191033, 0.8837311220346893, 0.7087022721054304]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,KNN,0.637182149080994,LIME (ALL),"[0.0039369600400233976, 0.004431883464719504, 0.00426738609432627, 0.0035359947943289735, 0.0032427681354995934, 0.0036737315275408326, 0.003157748534786104, 0.0031550201383021077, 0.004798628661764876, 0.002984150628007986, 0.016811318154651596, 0.004544729118835989, 0.142693732029706]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,MLP,0.8017004908519064,Permutation Importance,"[0.028571428571428602, -0.004761904761904745, 0.004761904761904789, 0.0, 0.0, -0.019047619047619025, 0.08095238095238097, 0.0, 0.0, 0.028571428571428602, 0.29523809523809524, 0.21428571428571427, 0.31904761904761914]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,MLP,0.8017004908519064,SHAP,"[0.441287686704773, 0.03039537635553405, 0.18297496469378183, 0.039384711807035455, 0.04987152910637303, 0.05018436631624338, 0.49792353045590654, 0.051000493890791324, 0.014472188093284807, 0.08726207741654515, 0.7684654306251382, 0.8463905747416751, 0.8897255184215122]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,MLP,0.8017004908519064,LIME (ALL),"[0.026662933623850436, 0.008783579960408076, 0.011695892156301221, 0.010372851746644545, 0.011242492914411616, 0.00994652790417285, 0.014837254946489242, 0.008650168787836584, 0.011014632385073917, 0.03894262446320638, 0.12721071620962116, 0.05582751465438457, 0.3553116488526127]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,SGD,0.665838313211743,Permutation Importance,"[0.0952380952380952, 0.014285714285714268, 0.014285714285714268, 0.0, 0.02380952380952379, 0.0, 0.04285714285714284, 0.0, 0.0, 0.061904761904761886, 0.25238095238095243, 0.21428571428571427, 0.1476190476190476]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,SGD,0.665838313211743,SHAP,"[0.4706500701116139, 0.12233888497880399, 0.09439292604242108, 0.05112958254645812, 0.04298052235381515, 0.0404921705358639, 0.30854749121974745, 0.08744891637110978, 0.040302623346646305, 0.17397574960301213, 0.6417146961274094, 0.719005577015369, 1.0885082422966228]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,SGD,0.665838313211743,LIME (ALL),"[0.008467555990231508, 0.009878233702829529, 0.007876995655669008, 0.007401786404409519, 0.010486897586389245, 0.009188971970001944, 0.007362030977953226, 0.010410459287223669, 0.008393768329559957, 0.008099589392924409, 0.12440314333579752, 0.07946359423727957, 0.30675743070987727]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,GNB,0.94858925261801,Permutation Importance,"[0.019047619047619035, 0.21904761904761902, 0.24761904761904754, 0.1095238095238095, 0.2523809523809524, 0.21904761904761902, 0.0857142857142857, 0.1476190476190476, 0.03333333333333329, 0.028571428571428546, 0.21428571428571425, 0.2095238095238095, 0.22380952380952376]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,GNB,0.94858925261801,SHAP,"[0.079108535485143, 0.3095372303188822, 0.8416794290118917, 0.12587967857060645, 0.24431554846254022, 0.2484876794522023, 0.06654664407220189, 0.17674016779911406, 0.3147680966771497, 0.06934718029873128, 0.3396436963935997, 0.43703581773120237, 0.31580697509100386]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,GNB,0.94858925261801,LIME (ALL),"[0.011233472994348213, 0.0176514671168099, 0.09473735864702235, 0.029063448717897546, 0.005842976737212967, 0.008015589502477547, 0.006641348854386614, 0.04307102850990342, 0.04793624005708423, 0.01944946152035231, 0.04663827613215441, 0.047097905691604026, 0.019751963088005444]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,BNB,0.238004277180854,Permutation Importance,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05714285714285714, 0.0, 0.0, 0.04285714285714286, 0.0, 0.0, 0.03809523809523809]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,BNB,0.238004277180854,SHAP,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023809523809523808, 0.0, 0.0, 0.047619047619047616, 0.0, 0.0, 0.8333333333333334]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,BNB,0.238004277180854,LIME (ALL),"[1.0665331211402699e-05, 1.0974411598358629e-05, 1.0617687595004915e-05, 1.004813753657142e-05, 1.1305436784580172e-05, 9.417917929067382e-06, 1.0858290268687767e-05, 1.1488871990625415e-05, 1.1235763242585373e-05, 9.240439697015593e-06, 1.1190296985879644e-05, 1.0186768034051187e-05, 9.397463158546392e-06]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,LR,0.7468610435949357,Permutation Importance,"[-0.009523809523809535, 0.04761904761904756, 0.004761904761904756, 0.0, -0.009523809523809535, 0.02380952380952378, 0.08095238095238091, 0.0, 0.0, 0.0952380952380952, 0.35238095238095235, 0.15238095238095234, 0.30476190476190473]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,LR,0.7468610435949357,SHAP,"[0.45741469705425786, 0.1099050324676421, 0.06329768475861484, 0.029139885946857045, 0.04086683092382591, 0.043848665049642424, 0.32554376790598627, 0.04022396451449767, 0.07622317085026434, 0.42263898314485315, 0.7792779493302548, 1.2182653339265914, 1.0146300588274684]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,LR,0.7468610435949357,LIME (ALL),"[0.04525955614402338, 0.014348806923999056, 0.010677062427046198, 0.009281092163029992, 0.010356462304929924, 0.008209759888509962, 0.027618670378651653, 0.011323167999697755, 0.009597417880505147, 0.02429207056216562, 0.09707082588219243, 0.057850029340725403, 0.3611753604796513]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,SVC,0.5981718179666472,Permutation Importance,"[-0.019047619047619025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0666666666666667, 0.0, 0.0, 0.009523809523809545, 0.18095238095238098, -0.028571428571428546, 0.2904761904761905]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,SVC,0.5981718179666472,SHAP,"[0.026960849130804886, 0.015190274941452258, 0.014924677284378211, 0.0098656871319542, 0.014436829166549533, 0.002648891769133718, 0.5972830248635842, 0.011978400063613281, 0.005353853916342436, 0.17577113502515027, 0.41757248328480073, 0.03296505605642638, 0.7551549584222718]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,SVC,0.5981718179666472,LIME (ALL),"[0.003235050157594366, 0.005663849203312824, 0.003038092334822049, 0.004573834091051555, 0.005115225972552202, 0.004024713079385947, 0.006050282867196529, 0.003678157088957714, 0.003948286903683562, 0.00397131723176689, 0.010671403112169315, 0.0039049991878382234, 0.1753155993509683]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,RF,1.0,Permutation Importance,"[0.0, 0.0047619047619047675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023809523809523836, 0.0, 0.0, 0.0, 0.0, 0.023809523809523836]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,RF,1.0,SHAP,"[0.10551164007942415, 0.2675135788643783, 0.36406174521702794, 0.3611489142999759, 0.1683802064294434, 0.3309474160006064, 0.0851439717883971, 0.2612541843864452, 0.21498528965649383, 0.1028835789789913, 0.2078913330202783, 0.18154102060716587, 0.27772959352250937]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,RF,1.0,LIME (ALL),"[0.010907730038273607, 0.03305339770286414, 0.044857179192665915, 0.030658424872857637, 0.005962011484556551, 0.012889614000547077, 0.0248352399997606, 0.038145310234562586, 0.03388997016264716, 0.012356146079225305, 0.023674026159321772, 0.019880679491647495, 0.04929185885746989]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,VC,0.94858925261801,Permutation Importance,"[0.01428571428571428, 0.23809523809523805, 0.02380952380952379, 0.09047619047619046, 0.04285714285714283, 0.18095238095238092, 0.08571428571428566, 0.03809523809523806, 0.0, 0.028571428571428546, 0.12380952380952377, 0.219047619047619, 0.1333333333333333]"
7,KPI-KQI,0.4,47,20,13,0.5555555555555556,0.8852751169525507,3.14537515300923,100.0,1.0,100.0,0.11180119811296661,0.39893916394647655,115.75897581024098,212.31471791250263,206.17464245379094,526.8566217238334,VC,0.94858925261801,SHAP,"[0.15720649919691243, 0.4236028425735635, 0.12562098743783853, 0.3350281493712019, 0.12600683032394755, 0.6202716335389138, 0.3027443926736163, 0.10525540593319169, 0.10113740334267696, 0.1424785255608727, 0.22702034892593165, 0.538764777403326, 0.6290754793150661]"
