Seed,Dataset,Sample Size,attr_to_inst,class_ent,eq_num_attr,gravity,inst_to_attr,nr_attr,nr_bin,nr_class,nr_cor_attr,nr_inst,nr_norm,nr_outliers,ns_ratio,Model,Model Parameters,Accuracy,Precision,Recall,F1 Score,MCC,XAI pair,XAI PCC,XAI SRCC
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,GaussianNB,"'priors': None, 'var_smoothing': 0.0001",0.9523809523809524,0.968253968253968,0.9523809523809524,0.9492063492063492,0.94858925261801,PI - LIME,0.6724988959723802,0.7840447582300395
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,GaussianNB,"'priors': None, 'var_smoothing': 0.0001",0.9523809523809524,0.968253968253968,0.9523809523809524,0.9492063492063492,0.94858925261801,SHAP - LIME,0.5952794129861217,0.6648351648351648
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,BernoulliNB,"'alpha': 0.1, 'fit_prior': True",0.1428571428571428,0.1047619047619047,0.1428571428571428,0.0808080808080808,0.1681345614953415,PI - SHAP,0.9897243296329977,0.46874119710044154
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,BernoulliNB,"'alpha': 0.1, 'fit_prior': True",0.1428571428571428,0.1047619047619047,0.1428571428571428,0.0808080808080808,0.1681345614953415,PI - LIME,0.012704179294368024,0.18638456067366285
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,BernoulliNB,"'alpha': 0.1, 'fit_prior': True",0.1428571428571428,0.1047619047619047,0.1428571428571428,0.0808080808080808,0.1681345614953415,SHAP - LIME,-0.017644564626390684,0.0
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,RF,"'criterion': 'log_loss', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 200, 'max_depth': 20",1.0,1.0,1.0,1.0,1.0,PI - SHAP,0.29915638786970206,0.35816398587998877
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,RF,"'criterion': 'log_loss', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 200, 'max_depth': 20",1.0,1.0,1.0,1.0,1.0,PI - LIME,0.5491473279098155,0.5765566601970552
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,RF,"'criterion': 'log_loss', 'max_features': 'log2', 'class_weight': 'balanced', 'n_estimators': 200, 'max_depth': 20",1.0,1.0,1.0,1.0,1.0,SHAP - LIME,0.6594250250786908,0.6648351648351648
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': None",0.9523809523809524,0.968253968253968,0.9523809523809524,0.949206349206349,0.94858925261801,PI - SHAP,0.938426562628168,0.5892257085591625
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': None",0.9523809523809524,0.968253968253968,0.9523809523809524,0.949206349206349,0.94858925261801,PI - LIME,0.21715944283103855,0.7552047813927294
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,ExtraTrees,"'criterion': 'gini', 'max_features': None, 'class_weight': None, 'n_estimators': 25, 'max_depth': None",0.9523809523809524,0.968253968253968,0.9523809523809524,0.949206349206349,0.94858925261801,SHAP - LIME,0.2605926830562787,0.5164835164835164
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 100",0.9047619047619048,0.8571428571428571,0.9047619047619048,0.8730158730158729,0.9016028149491798,PI - SHAP,0.7659977902172554,0.756534415836003
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 100",0.9047619047619048,0.8571428571428571,0.9047619047619048,0.8730158730158729,0.9016028149491798,PI - LIME,0.6000640206186596,0.5557089163595368
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,AdaBoost,"'learning_rate': 0.1, 'n_estimators': 100",0.9047619047619048,0.8571428571428571,0.9047619047619048,0.8730158730158729,0.9016028149491798,SHAP - LIME,0.898924368818185,0.6923076923076923
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,GradientBoosting,"'criterion': 'friedman_mse', 'n_estimators': 50, 'learning_rate': 0.1, 'max_depth': None, 'max_features': 'sqrt'",1.0,1.0,1.0,1.0,1.0,PI - SHAP,0.6381866358356054,0.4045566970313675
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,GradientBoosting,"'criterion': 'friedman_mse', 'n_estimators': 50, 'learning_rate': 0.1, 'max_depth': None, 'max_features': 'sqrt'",1.0,1.0,1.0,1.0,1.0,PI - LIME,0.2914315211521978,0.19360927643644013
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,GradientBoosting,"'criterion': 'friedman_mse', 'n_estimators': 50, 'learning_rate': 0.1, 'max_depth': None, 'max_features': 'sqrt'",1.0,1.0,1.0,1.0,1.0,SHAP - LIME,0.3373053155837017,0.3186813186813187
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,Bagging,"'max_samples': 1.0, 'n_estimators': 50",0.9523809523809524,0.9642857142857144,0.9523809523809524,0.947845804988662,0.9484662088493622,PI - SHAP,0.5082381528292641,0.4413830891460709
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,Bagging,"'max_samples': 1.0, 'n_estimators': 50",0.9523809523809524,0.9642857142857144,0.9523809523809524,0.947845804988662,0.9484662088493622,PI - LIME,0.22501735381277352,0.26482985348764254
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,Bagging,"'max_samples': 1.0, 'n_estimators': 50",0.9523809523809524,0.9642857142857144,0.9523809523809524,0.947845804988662,0.9484662088493622,SHAP - LIME,0.6173627772637196,0.5824175824175823
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,MLP,"'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,)",0.8571428571428571,0.8095238095238095,0.8571428571428571,0.8285714285714286,0.8449866293889826,PI - SHAP,0.7937928489913173,0.9078412990032038
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,MLP,"'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,)",0.8571428571428571,0.8095238095238095,0.8571428571428571,0.8285714285714286,0.8449866293889826,PI - LIME,0.730534579253026,0.31911997177082313
3,KPI-KQI,0.4,0.1940298507462686,3.14537515300923,2.7108351399647788,247.6515179546981,5.153846153846154,13,0,9,0.0897435897435897,67,0.0,8,0.7167626717863147,MLP,"'activation': 'logistic', 'alpha': 0.0001, 'hidden_layer_sizes': (100,)",0.8571428571428571,0.8095238095238095,0.8571428571428571,0.8285714285714286,0.8449866293889826,SHAP - LIME,0.4153980916201146,0.43956043956043955
